business_id,name_,state_,city
56bjDdA--L_BRHXxrBxhuA,UNKNOWN,UNKNOWN,Scottsdale
kKfX_V-CouF9XyZaRh51Aw,UNKNOWN,UNKNOWN,Scottsdale
knUhmRDR3Ji-smVXZ6Acxg,UNKNOWN,UNKNOWN,Pittsburgh
FoyNJ9w3cYW_YnDjiaHK2A,UNKNOWN,UNKNOWN,Charlotte
1AYt56jS2AfHMLWVQxSfRw,UNKNOWN,UNKNOWN,Peoria
kihL3ob1VOlAaGNeJ0fClw,UNKNOWN,UNKNOWN,Las Vegas
VQL8cwZpQyxsEcMCPw950Q,UNKNOWN,UNKNOWN,Scottsdale
8sCEkyczBsOEqizt3mfXyg,UNKNOWN,UNKNOWN,Champaign
cywq9_82MXfAygeO0h5jsg,UNKNOWN,UNKNOWN,Las Vegas
INddu5YoHHAOijKVVUHTVg,UNKNOWN,UNKNOWN,Las Vegas
Yfs8eD5b767z6xBUCxT5nQ,UNKNOWN,UNKNOWN,Chandler
0IySwcfqwJjpHPsYwjpAkg,UNKNOWN,UNKNOWN,Charlotte
ypSAad4wGe3Uh0N6dgVxaw,UNKNOWN,UNKNOWN,Phoenix
iiEjVLb4JDLE2xl8YGR-Gw,UNKNOWN,UNKNOWN,Madison
vILvd6b0jMFkKkrkpKMbbw,UNKNOWN,UNKNOWN,Chandler
aF9VooH7gC_loQ_G1MUcYw,UNKNOWN,UNKNOWN,Las Vegas
Kninp4rnCwhtcTrpcuPJYQ,UNKNOWN,UNKNOWN,Glendale
aVKOO7rBVo2lCj-KElxp5Q,UNKNOWN,UNKNOWN,Tempe
d6VYQbeTZ_WdD8Uuhh35dg,UNKNOWN,UNKNOWN,Madison
WYxSlAMiQ2NB7Ns8NKTTAw,UNKNOWN,UNKNOWN,North Royalton
FWVWYdmlC_iV9L2_yGbnCg,UNKNOWN,UNKNOWN,Las Vegas
Ol-4pE4rjiLSe34nrwi44A,UNKNOWN,UNKNOWN,Las Vegas
NAeUcNL3Uk73Cp5iC25TMg,UNKNOWN,UNKNOWN,Pittsburgh
A5TrkHTFbRv0I-uaifOycw,UNKNOWN,UNKNOWN,Scottsdale
zvO-PJCpNk4fgAVUnExYAA,UNKNOWN,UNKNOWN,Scottsdale
uUlq6chIVb0I8AehlET5bQ,UNKNOWN,UNKNOWN,Las Vegas
lwgf0KJcrTOk8qSJzlySRQ,UNKNOWN,UNKNOWN,Las Vegas
LfhZM9hs-Hl-4ztMq0zNaQ,UNKNOWN,UNKNOWN,Las Vegas
QvPheSB0kI_rrsyM4xAznw,UNKNOWN,UNKNOWN,Scottsdale
1veVZUawy7IhIc5oDpRRQA,UNKNOWN,UNKNOWN,Cleveland
jMQNzP2a5eyOOf3F8DavjA,UNKNOWN,UNKNOWN,Las Vegas
TUrQG_XfJA_kCOSN0oUbTQ,UNKNOWN,UNKNOWN,Las Vegas
lmCRn3mZ89THvtozQ3gtaw,UNKNOWN,UNKNOWN,Chandler
3wrVKOsaYt2zt9EYE_1Auw,UNKNOWN,UNKNOWN,Las Vegas
nh1-ax9wPNCqskcJYIWogg,UNKNOWN,UNKNOWN,Champaign
F6_tDVPCHGEuGx0--n_Asg,UNKNOWN,UNKNOWN,Scottsdale
6tl_UiTs8uqZO3iSfdMZmA,UNKNOWN,UNKNOWN,Phoenix
ZFhToWN998div0sU0vFLyA,UNKNOWN,UNKNOWN,El Mirage
tpM73m9YqgYFwIQIzIpQ2w,UNKNOWN,UNKNOWN,Las Vegas
i_96cvjJo5mgcepHmGvl_A,UNKNOWN,UNKNOWN,Las Vegas
uTbWQf0ESdE_mCjbBpviuA,UNKNOWN,UNKNOWN,Las Vegas
IzZQVdpUr5LitWFG1xGTMg,UNKNOWN,UNKNOWN,Phoenix
uP9PCMWRX2mDHSg7He0Q4A,UNKNOWN,UNKNOWN,Las Vegas
T3zPuBXXCRyI2aDCPhXUYQ,UNKNOWN,UNKNOWN,Charlotte
yN8lo0oPUws1IONIBW7Eeg,UNKNOWN,UNKNOWN,Charlotte
cIIIS36SfHP3ORu7NwDgkg,UNKNOWN,UNKNOWN,Las Vegas
uN7R4xZgXwOk_AlD4ANkfQ,UNKNOWN,UNKNOWN,Las Vegas
fogKzrlNqkKVGz3V8wId-w,UNKNOWN,UNKNOWN,Madison
NpWfF5QCITY61TT4MxzXIg,UNKNOWN,UNKNOWN,Henderson
n17wbilNe8ZfDaKMr82_3A,UNKNOWN,UNKNOWN,Mesa
oi_jhCtPLj6NULrCe_JllA,UNKNOWN,UNKNOWN,Chandler
gvp4HXkcdlqkLZd83qxZpg,UNKNOWN,UNKNOWN,McMurray
GQCmcU4aD6GEq7Eo7pKqUg,UNKNOWN,UNKNOWN,Las Vegas
f4V4vHnmzgm6ueDpJgcSNw,UNKNOWN,UNKNOWN,Phoenix
z50FVnW-Lcevj8z2KZQ_gw,UNKNOWN,UNKNOWN,Champaign
alt4Jfu6N3GBRjNSv-A0kg,UNKNOWN,UNKNOWN,Las Vegas
EyoTq9dd4oKXhXND_imOzA,UNKNOWN,UNKNOWN,Las Vegas
4XKkD3PgOvSm_G1ijVdoGA,UNKNOWN,UNKNOWN,Phoenix
fepCIbejv-Kxs6SE6u-_uA,UNKNOWN,UNKNOWN,Charlotte
wA2xaBsT8d2opW_jYe1XLA,UNKNOWN,UNKNOWN,Pittsburgh
0yUeVtDItnweZjs6cxP18Q,UNKNOWN,UNKNOWN,Gilbert
72XM-9_hylkADY9P-0f2RQ,UNKNOWN,UNKNOWN,Las Vegas
sr-fiRBfkx6wMGvSueg6uQ,UNKNOWN,UNKNOWN,Chandler
lzAD5HX6sOona4Esc_lzKQ,UNKNOWN,UNKNOWN,Concord
pZ6Jh_x1zKtrCdJOU8uBjg,UNKNOWN,UNKNOWN,Las Vegas
hm_lWW561BTbYZRkXqbKVg,UNKNOWN,UNKNOWN,Beachwood
KVwflracbADEUzLn1wTEKg,UNKNOWN,UNKNOWN,Henderson
kRSTvmQaiWB2Dk5dhxat7g,UNKNOWN,UNKNOWN,Las Vegas
6nbPXEjmBnDtsgM_YNwGjw,UNKNOWN,UNKNOWN,Las Vegas
o0aGMe0ukXSJgd4QefM6cQ,UNKNOWN,UNKNOWN,Las Vegas
a2698NpyLhMGrsRh3iH6QA,UNKNOWN,UNKNOWN,Phoenix
YcGHCoSkl2PLKsHQCiu0HA,UNKNOWN,UNKNOWN,Las Vegas
AY-cjPhLC-bklFK0VnVESA,UNKNOWN,UNKNOWN,Chandler
VdQE1qjtEMVAkRGfTfj5-A,UNKNOWN,UNKNOWN,Las Vegas
rgg8WrhcqxXecU58BPCoqQ,UNKNOWN,UNKNOWN,Fort Mill
30bg35wKXbHvEwrkcxXSkw,UNKNOWN,UNKNOWN,Chandler
mA5LBe0fPPQuqvuTOA8tBw,UNKNOWN,UNKNOWN,Las Vegas
dU8uU5gfVJDDEsGHfSOB5A,UNKNOWN,UNKNOWN,Scottsdale
QXg8-xvdDP8AqeOBPbrXMA,UNKNOWN,UNKNOWN,Scottsdale
NQoGxONQIBEJR2iXL-xaQQ,UNKNOWN,UNKNOWN,Las Vegas
V1Dj3LL4kqf-nORQhlsAaA,UNKNOWN,UNKNOWN,Charlotte
i-lQFdd18sAK9AQtqLi8sg,UNKNOWN,UNKNOWN,Charlotte
mrnUt3IdLRf4j8WeeGGbpw,UNKNOWN,UNKNOWN,Las Vegas
qqJkYCUIzGvmtOVtnxznfw,UNKNOWN,UNKNOWN,Las Vegas
m9K1IO9OjzoSApYqQ8uaxw,UNKNOWN,UNKNOWN,Chandler
HBxFZJJkSZS2dhNYQmhsWg,UNKNOWN,UNKNOWN,Chandler
fM-TCJ4LlV0tLCyxtaChdw,UNKNOWN,UNKNOWN,Mesa
qWHbtVtm1Wsma5bQiwcsmA,UNKNOWN,UNKNOWN,Phoenix
Uxyc9jyxZ_h2awnz5bAVMA,UNKNOWN,UNKNOWN,Phoenix
24Td_CQH1bonWKff1rt2vg,UNKNOWN,UNKNOWN,Phoenix
n3ju78HNXZEFknEAGkxOUA,UNKNOWN,UNKNOWN,Phoenix
Fgt2Q4BMXbN4WdDRP_y8UA,UNKNOWN,UNKNOWN,Las Vegas
woSgXiy_YmyA0SrhunaNpQ,UNKNOWN,UNKNOWN,Scottsdale
7SP3bG2iJc2YvZPOA-uiPg,UNKNOWN,UNKNOWN,Phoenix
6WdKJJbK6EC5R8PKGWMsng,UNKNOWN,UNKNOWN,Cleveland
cHnsUt2qd5OCLfYwdHh9CQ,UNKNOWN,UNKNOWN,Charlotte
B8WiDgYmWoYtN7YVJh3OLQ,UNKNOWN,UNKNOWN,Las Vegas
nPdjZS0_h1BAsUbWaO7I2A,UNKNOWN,UNKNOWN,Chandler
hjOCcw_Lu1rrIib3EsqmoA,UNKNOWN,UNKNOWN,Henderson
Pky1QMO7XCfPtw--vOxz6w,UNKNOWN,UNKNOWN,Scottsdale
qb-XyoTeyCXv3Z8hricyAA,UNKNOWN,UNKNOWN,Las Vegas
C710slX9bTgw6cG1SgDbVw,UNKNOWN,UNKNOWN,McMurray
-rLP6lfoQmOO_5Pf2bTkqg,UNKNOWN,UNKNOWN,Madison
eYy-SPfE4YZqTSPPDFbmaw,UNKNOWN,UNKNOWN,Las Vegas
P4MSmTvAVeW3is2RORWosA,UNKNOWN,UNKNOWN,Las Vegas
pat3MPskP0wf5xpxmPmuzg,UNKNOWN,UNKNOWN,Chandler
5DM5seDuiqmhcR3yt6l4bA,UNKNOWN,UNKNOWN,Chandler
PSMJesRmIDmust2MUw7aQA,UNKNOWN,UNKNOWN,Las Vegas
cwyGmQIRSH-o56GKfyRNvg,UNKNOWN,UNKNOWN,Las Vegas
hmfAdo6LuVOvBLiu75C8ZA,UNKNOWN,UNKNOWN,Cleveland
sxXn-KmsJwJZLSGio_m5XA,UNKNOWN,UNKNOWN,Las Vegas
nr1y1_csfnP6nSKxtOrLmw,UNKNOWN,UNKNOWN,Las Vegas
k4jX-Xe9dFu2pmdnlrcwgA,UNKNOWN,UNKNOWN,Phoenix
peLVrfhLlWf_vVCFwN_Ghw,UNKNOWN,UNKNOWN,Las Vegas
BI3kK6a6ko6yfz9TviQ7Aw,UNKNOWN,UNKNOWN,Las Vegas
kkD5pal9rRzE4PjeYSL9mA,UNKNOWN,UNKNOWN,Las Vegas
sQV-yfhFjeRWnHw66n8qrQ,UNKNOWN,UNKNOWN,Chandler
1Ju0DdzxjWvZ-12lnmROig,UNKNOWN,UNKNOWN,Las Vegas
wRJQdkMCbvIj269WjXtuyQ,UNKNOWN,UNKNOWN,Champaign
Cxd0CSaDsCmPqSCFkQDfIQ,UNKNOWN,UNKNOWN,Las Vegas
dCAIieU1Hwj2Y7_XJZmuiw,UNKNOWN,UNKNOWN,Chandler
I9Rw9CSZPNKvIYG0gOHOjw,UNKNOWN,UNKNOWN,Pittsburgh
vPqOwg2LYe0twMNYECDJ2g,UNKNOWN,UNKNOWN,Las Vegas
V7DO6iLsHZnR7qS-FZMj6w,UNKNOWN,UNKNOWN,Tempe
vAbRNF0hJt91oCUpm_sdKw,UNKNOWN,UNKNOWN,Las Vegas
tkdolOWoZ9KIYP-PETvYWA,UNKNOWN,UNKNOWN,Las Vegas
ocXPQsWEpC0KF6tZezEBpA,UNKNOWN,UNKNOWN,Phoenix
3sOS8wKatd_Uoa9VEJHhrw,UNKNOWN,UNKNOWN,Phoenix
guKEIlmotSbtbi500bQNXA,UNKNOWN,UNKNOWN,Las Vegas
UfUiIXAXkuTKbxfXL4BvjQ,UNKNOWN,UNKNOWN,Chandler
-lE0qIKSLt5WTPPyFmkiFQ,UNKNOWN,UNKNOWN,Chandler
C-Dh-6YO61mwNA3caQXW4w,UNKNOWN,UNKNOWN,Tempe
zaBMp_cO1Cpmc33e7lg5qw,UNKNOWN,UNKNOWN,Las Vegas
lLMJsTchKYF1O0fpNWpCRA,UNKNOWN,UNKNOWN,Las Vegas
bEfT0eM9M5Qnl2PeS5YQSQ,UNKNOWN,UNKNOWN,Bedford
IWXMR9PsHZgFyrcrc2RYRg,UNKNOWN,UNKNOWN,Phoenix
IuS8Si2f_CCtNibHTPD7RA,UNKNOWN,UNKNOWN,Las Vegas
ir91fFZwnjgBnYCnrqNd6Q,UNKNOWN,UNKNOWN,Las Vegas
44zSIjPU09F2UBYUn_KZ3Q,UNKNOWN,UNKNOWN,Tempe
pONAh36UidKWp0jU7ecwgw,UNKNOWN,UNKNOWN,Scottsdale
12M1imuxjNJAeDO2QLs9sw,UNKNOWN,UNKNOWN,Las Vegas
hMuzV67pSmaKVLUBmbYKtg,UNKNOWN,UNKNOWN,Las Vegas
QvyG5fZ0mxo5yeLY8jabCA,UNKNOWN,UNKNOWN,Chandler
5_Y2Y2Hzgm_AM2eC699gJA,UNKNOWN,UNKNOWN,Phoenix
H8st6lsHzXlooRCK7ypqkA,UNKNOWN,UNKNOWN,Tempe
iiAxoCvnYPnLXKr047hHNw,UNKNOWN,UNKNOWN,Las Vegas
sv1N6rYn1DRJWsqhgkFgPA,UNKNOWN,UNKNOWN,Las Vegas
pqtu7fyD_SwG0FkGzC1uAQ,UNKNOWN,UNKNOWN,Scottsdale
LSQyTepZXMvnHcfP_uju3w,UNKNOWN,UNKNOWN,Scottsdale
oDuilCKr--xMW7RTIHk-cQ,UNKNOWN,UNKNOWN,Phoenix
f316rUVOmOM2VidXN2KAvg,UNKNOWN,UNKNOWN,Charlotte
xNzD6FRuz3N1uz96d05VEA,UNKNOWN,UNKNOWN,Las Vegas
wVLvEcK05JGhw_EmdTpF9Q,UNKNOWN,UNKNOWN,Chandler
7QXbCdmyDFHFK_cbG4TPVQ,UNKNOWN,UNKNOWN,Las Vegas
dNqGe41LcgctWZbV5uerog,UNKNOWN,UNKNOWN,Las Vegas
VFXKmRqMw1UX852ARt4rhA,UNKNOWN,UNKNOWN,Las Vegas
4oC1z2SDrpraoZzRIQ-WsA,UNKNOWN,UNKNOWN,Las Vegas
3SqLpyxJa5ZVQRjw9qsyEg,UNKNOWN,UNKNOWN,Phoenix
aApi_MvJQ2IB3PNhTRK0rw,UNKNOWN,UNKNOWN,Scottsdale
SY8ATrwxQJf699wyFRUqgA,UNKNOWN,UNKNOWN,Phoenix
51LTJAKg-bP3sLjhVyPhsQ,UNKNOWN,UNKNOWN,Phoenix
CSGcloZ8IdkC65yEh0WO2g,UNKNOWN,UNKNOWN,Scottsdale
C6yxLD9n4UcTS43rP9dcHg,UNKNOWN,UNKNOWN,Scottsdale
9mC01kBu0JmmL97rdn_C8A,UNKNOWN,UNKNOWN,Surprise
u5ItBKEq3w0xpkHP_-CxyQ,UNKNOWN,UNKNOWN,Las Vegas
kbTAyySlUZrTAr0nJOjiUw,UNKNOWN,UNKNOWN,Henderson
EOlHhLgp32dCdSlsMpiG6A,UNKNOWN,UNKNOWN,Madison
Rv4aYEKmRsLrijjtq5CS5Q,UNKNOWN,UNKNOWN,Henderson
ixYs0avQ-TD-bK47y4pcTA,UNKNOWN,UNKNOWN,Matthews
upp6RJZd30fHIX5g3ntxBA,UNKNOWN,UNKNOWN,Las Vegas
tsYriuDpdtaTju7LUANDzg,UNKNOWN,UNKNOWN,Las Vegas
nM-1hqurfwvlEyPOqXamjg,UNKNOWN,UNKNOWN,Cleveland
OhMtEGOGXUqz05avA4b-1Q,UNKNOWN,UNKNOWN,Mentor
Z0yBs-eGWJGFlGLJZzlCrg,UNKNOWN,UNKNOWN,Charlotte
i5EhA_T8_eWLr4_4DGDS5w,UNKNOWN,UNKNOWN,Las Vegas
MSc5pybthcvHa0g_lg5wuQ,UNKNOWN,UNKNOWN,Cleveland Heights
jPhxi_U9bxDmSSyB-qMgGg,UNKNOWN,UNKNOWN,Las Vegas
6-gL3PfW1L_hAbH56LXqJQ,UNKNOWN,UNKNOWN,Glendale
ZARxy5Orzk9Ocay0IkU_-Q,UNKNOWN,UNKNOWN,Tempe
XnFPzFiLZ8wKWZsmzGjvCQ,UNKNOWN,UNKNOWN,Madison
7q3EukNc4COYCvgf3h-yeA,UNKNOWN,UNKNOWN,Henderson
y6QP5IrOJ7_FsB51jN2_Jg,UNKNOWN,UNKNOWN,Henderson
_05kkfNQcAsj8eh-9wzI4w,UNKNOWN,UNKNOWN,Las Vegas
STCQj928qKb8Sj1TTLuwQA,UNKNOWN,UNKNOWN,Pittsburgh
iSRXy3SVAAoixg6aXPhYyg,UNKNOWN,UNKNOWN,Henderson
OmO7pY9T_4u5-utdMKZLgg,UNKNOWN,UNKNOWN,Scottsdale
xdsO8fdpgLBq3hB6tS2aFw,UNKNOWN,UNKNOWN,Tempe
Sn09Z4N9FpfoBbLBSJlB_A,UNKNOWN,UNKNOWN,Pittsburgh
HYZ-ahUNt__sYaq7AJZdMw,UNKNOWN,UNKNOWN,Henderson
vOoeAAvFNL3NddaEgacqEA,UNKNOWN,UNKNOWN,Charlotte
HihKsEdnsCmtMzCmago89g,UNKNOWN,UNKNOWN,Mesa
htNNxttBjRmRnP4d0XFl-w,UNKNOWN,UNKNOWN,Phoenix
Ybxl-MdPl4BUQ7Fc4xaj7A,UNKNOWN,UNKNOWN,Mesa
1UmAo-UZoDcAkHd0O2kfsg,UNKNOWN,UNKNOWN,Las Vegas
uyhkenCivMXusXA0Xe5DQA,UNKNOWN,UNKNOWN,Henderson
k93pffXYuJahqlFPl-8N8g,UNKNOWN,UNKNOWN,Henderson
Tza4ufJ_jCEiApOANoqgmw,UNKNOWN,UNKNOWN,Phoenix
v1G_bioP6POazUyQwHcz7Q,UNKNOWN,UNKNOWN,Pittsburgh
OXSN9Jrp5JeF5VnXpDNHpg,UNKNOWN,UNKNOWN,Henderson
IO1INZ-0evy9pg4cORajJA,UNKNOWN,UNKNOWN,Charlotte
qxVcSWGKyH3HkkHV8NinDA,UNKNOWN,UNKNOWN,Scottsdale
ro-4-3USXvGKnp07BrxSKg,UNKNOWN,UNKNOWN,Charlotte
z8AJN8j240kMu5BfgHum-Q,UNKNOWN,UNKNOWN,Scottsdale
ORGswcNf8Lu23NHcT8ZH2w,UNKNOWN,UNKNOWN,Chandler
neAB8atC9ir0gQzIIMrzNQ,UNKNOWN,UNKNOWN,Mesa
hDlDKfFpUCW47lifcGZSNg,UNKNOWN,UNKNOWN,Chandler
kcpu_H4BaMY0dqHY8khoGQ,UNKNOWN,UNKNOWN,Phoenix
feXaud0exONNXlUu1m9DZg,UNKNOWN,UNKNOWN,Phoenix
ZCy8vPs3Ixv2y3BmJ1-VUg,UNKNOWN,UNKNOWN,Tempe
e9QjTA0wa0s6UvLPTnu4cw,UNKNOWN,UNKNOWN,Phoenix
VlenYTz2SAZFz_aWKKouhQ,UNKNOWN,UNKNOWN,Henderson
iZGktN1Zv0aX9yqTzZSfXA,UNKNOWN,UNKNOWN,Westlake
SXbezCVeHdTMywIUA0pyAA,UNKNOWN,UNKNOWN,Westlake
NGAHoHv3No4esp_WndYGNw,UNKNOWN,UNKNOWN,Glendale
9M9I6JM2SlZVYK_pb9yuYg,UNKNOWN,UNKNOWN,Phoenix
Si9KkvAA0uae6qrpofXHCg,UNKNOWN,UNKNOWN,Glendale
tQifTiY-vutj8orxcMJKfQ,UNKNOWN,UNKNOWN,Las Vegas
qhbUNmiGKmw343Fj7qlEsQ,UNKNOWN,UNKNOWN,Las Vegas
pc-6RgP0BHxt6K__JOpsBg,UNKNOWN,UNKNOWN,Las Vegas
EHIUp6lUabQCtQ4SVZitQw,UNKNOWN,UNKNOWN,Las Vegas
5e5lFXdPWUZlAzHi-AUDYQ,UNKNOWN,UNKNOWN,Westlake
CXxJkD62XtDrt3pRYNDspg,UNKNOWN,UNKNOWN,Las Vegas
6RNTZ8IKaMk4A5TOfQKCew,UNKNOWN,UNKNOWN,Scottsdale
lRd_hQv2M24SUB_wg3nKJA,UNKNOWN,UNKNOWN,Las Vegas
X57f6FWZiwI1wOidPPhOrQ,UNKNOWN,UNKNOWN,Champaign
6LVadHqqjWlVnd-T7gAZyA,UNKNOWN,UNKNOWN,Mesa
xl5_NW2JBleYameeEIocFQ,UNKNOWN,UNKNOWN,Las Vegas
FO07MQ2jUn0NArSxWmxrSQ,UNKNOWN,UNKNOWN,Las Vegas
