business_id,day,hour,checkins
RqwuaHAybTqbkmGe1RZLXQ,UNKNOWN,UNKNOWN,0
4zGFCngZLH6ghf8lU90Ksw,UNKNOWN,UNKNOWN,0
KpsEXQSRTPk5w06GuG6Q4Q,UNKNOWN,UNKNOWN,0
iJpmIt-i9-VeChouLcPXbA,UNKNOWN,UNKNOWN,0
qzjMO-bLXirGU1Q4_8vJEg,UNKNOWN,UNKNOWN,0
IoPSrK19Xd9FG_Q0x_CcLQ,UNKNOWN,UNKNOWN,0
soQEl35sQuARBOlH1Y6MaQ,UNKNOWN,UNKNOWN,0
PjNMZ_4KhfdxYhQvuORkhg,UNKNOWN,UNKNOWN,0
hXWUEd7I7tmbXdQsfYY5tA,UNKNOWN,UNKNOWN,0
9_tw8_w8ytzVWoWfdAAFqA,UNKNOWN,UNKNOWN,0
ZWq8Fq13JPDAqt7rPjSwcQ,UNKNOWN,UNKNOWN,0
DEhYumsZHOte0v0FQhX0vg,UNKNOWN,UNKNOWN,0
bXGADvexLZ7sAiAuTfhYiA,UNKNOWN,UNKNOWN,0
b_gg7MhA4dHUrwHws_F1aQ,UNKNOWN,UNKNOWN,0
09LLHpBoJNlFgjNmvOt3OA,UNKNOWN,UNKNOWN,0
jjBTBObnHrY87qQIMybjzQ,UNKNOWN,UNKNOWN,0
sev_qOhB_0_oPo4Et_gs5A,UNKNOWN,UNKNOWN,0
iUVHSJNkt-DOEiYQjI_ovw,UNKNOWN,UNKNOWN,0
l_MAsRrpzf2sXPykr9DyxQ,UNKNOWN,UNKNOWN,0
6WdKJJbK6EC5R8PKGWMsng,UNKNOWN,UNKNOWN,0
nu0K1tZI7g7VcOiDENiYRg,UNKNOWN,UNKNOWN,0
6eWtqUKQ73s3xwbT-aYzig,UNKNOWN,UNKNOWN,0
Sp6HBpMfnPGPQy8HODEmzA,UNKNOWN,UNKNOWN,0
ZNB91myFoOYgyXoG5LQeGQ,UNKNOWN,UNKNOWN,0
NhYd0y0k0LhoV969eswC3g,UNKNOWN,UNKNOWN,0
7toYPf5ZAjCkEuwaMPtDwQ,UNKNOWN,UNKNOWN,0
1zI3trw5QLNdypXBfudh0w,UNKNOWN,UNKNOWN,0
fLpzBjIoQrCYaA7svKiJ9Q,UNKNOWN,UNKNOWN,0
hh6OnxhTmfoyLo4prSNwBQ,UNKNOWN,UNKNOWN,0
ac-ZqojwKNlhPiCdv1sT6g,UNKNOWN,UNKNOWN,0
XoGOpt6cj_tkSC6Vt1bspQ,UNKNOWN,UNKNOWN,0
bEfT0eM9M5Qnl2PeS5YQSQ,UNKNOWN,UNKNOWN,0
lyJDNax8jNX6ycJiBZ0GkQ,UNKNOWN,UNKNOWN,0
nBZ6A5-ecTFd7s406r6--A,UNKNOWN,UNKNOWN,0
JdQNxOiUFt0r2NN__rKnOw,UNKNOWN,UNKNOWN,0
LBUkK4EZ7h_dQggzJqZwZA,UNKNOWN,UNKNOWN,0
GdZ-Ryn9QzqV4glodYF6Jg,UNKNOWN,UNKNOWN,0
5HqV_R703e6jRhFVBAxhDQ,UNKNOWN,UNKNOWN,0
CnzA13qvPRibyA4eACQKFQ,UNKNOWN,UNKNOWN,0
7aUnd76Myn3ocL425AWGeg,UNKNOWN,UNKNOWN,0
_olByA0m1rBsmByHd8QGtQ,UNKNOWN,UNKNOWN,0
yh-NN-dCaxxleNcI-_bsUA,UNKNOWN,UNKNOWN,0
QS39I4SWgRzc5vR16CHYxw,UNKNOWN,UNKNOWN,0
6nEKhv-dTrgjjk-9_Sruug,UNKNOWN,UNKNOWN,0
j6wN7ZFx5bl2t4KfLaAbJQ,UNKNOWN,UNKNOWN,0
BKkEMsA1MsRyDge8uwqQqQ,UNKNOWN,UNKNOWN,0
FTspPrLTqUnkkEBked_syg,UNKNOWN,UNKNOWN,0
Tr98hnkGMv26EHiKecKB8A,UNKNOWN,UNKNOWN,0
KEZfDYt-c80hjN4Jp3BypQ,UNKNOWN,UNKNOWN,0
sAU0FbmsQwcwk3uvvvtIgw,UNKNOWN,UNKNOWN,0
hyJboRkFYvJ8kaMY9ZvUGg,UNKNOWN,UNKNOWN,0
XO8oVmObhdsGT1Blrby2-w,UNKNOWN,UNKNOWN,0
yMjBSQDldMVlR8E7wY0NUA,UNKNOWN,UNKNOWN,0
8mpIro7yAzGIlFZ4oVowBA,UNKNOWN,UNKNOWN,0
0v7DIprUj2KASqg5PwqhUg,UNKNOWN,UNKNOWN,0
gmkiuL_6TdB7uCZqQJ2JKg,UNKNOWN,UNKNOWN,0
E3DAy9MesvYbPsT5WokRYg,UNKNOWN,UNKNOWN,0
PZPvurihPCG_Dupw8k_PLg,UNKNOWN,UNKNOWN,0
DpBYX9W8hQzYqVLXntFetw,UNKNOWN,UNKNOWN,0
7EesNJFM17Fs33uOS2NNLw,UNKNOWN,UNKNOWN,0
sfuf1picFc7sVm2-AXYkog,UNKNOWN,UNKNOWN,0
R1QsXuxrOylON_bM2yyaZQ,UNKNOWN,UNKNOWN,0
nKdONHkJYOQ7GiVP2u6O6Q,UNKNOWN,UNKNOWN,0
MSX-vRTxCmKLNITfdGEiOw,UNKNOWN,UNKNOWN,0
mJ3KbEz2fEMTGXc30cz9Aw,UNKNOWN,UNKNOWN,0
wLV7MpP_uDc2OuzFcU0ZZA,UNKNOWN,UNKNOWN,0
VXUQk-aRtFh1IExLqwtMrA,UNKNOWN,UNKNOWN,0
jYCa8lItfdPGcaFS0gg6tQ,UNKNOWN,UNKNOWN,0
NX_l1nMZm14IX2CdZ5KCJg,UNKNOWN,UNKNOWN,0
iugyBqO45pGmjLFusK9aPw,UNKNOWN,UNKNOWN,0
jBhRphJtQahNTWwFt7wlrQ,UNKNOWN,UNKNOWN,0
KPKQLzVKqLgEPKOWrSCRtg,UNKNOWN,UNKNOWN,0
Vh_7bnBfhePLw7obsuK0Lw,UNKNOWN,UNKNOWN,0
cAzdszywMf3Uklv-mZ5bnQ,UNKNOWN,UNKNOWN,0
KLEq6wOySURxlZtgl88Ztg,UNKNOWN,UNKNOWN,0
gCZAYkIcRjNYYRHQ9htpJQ,UNKNOWN,UNKNOWN,0
DEsBsSuyiNWYJyR0KEok2Q,UNKNOWN,UNKNOWN,0
1qmDaCGJTam1--pEIuvkbg,UNKNOWN,UNKNOWN,0
Mrh6EoDcsDWmvWBPmK7ncw,UNKNOWN,UNKNOWN,0
tBecXDdDmboDVwUu4kmOiA,UNKNOWN,UNKNOWN,0
fCkvpPqOziXHHu-f8tbeZw,UNKNOWN,UNKNOWN,0
lTG46zyVkZOk6RAR17kqQQ,UNKNOWN,UNKNOWN,0
lK_iVjCur58if_XcbENGqg,UNKNOWN,UNKNOWN,0
eVyEkAUx0BIFf_c1MVeUhw,UNKNOWN,UNKNOWN,0
v_gCDktW0mMf7pf-jktKzw,UNKNOWN,UNKNOWN,0
h14GmWZ8rXum9fXF__wt3w,UNKNOWN,UNKNOWN,0
JVJ9v-gFH68m6hA1NyQmbg,UNKNOWN,UNKNOWN,0
g9FvjJMMrxtxBkLk8VrWlQ,UNKNOWN,UNKNOWN,0
V459sWYN02lwHgLnkNGRzg,UNKNOWN,UNKNOWN,0
5U6eSspKyHyaT7jAYpgWTw,UNKNOWN,UNKNOWN,0
7l5t7Iw3qauVoSSrM6jm9g,UNKNOWN,UNKNOWN,0
cNz2tTTAPmdeAq6HnGeo8w,UNKNOWN,UNKNOWN,0
wHlLjTBWPEbxHw6ZysSKIg,UNKNOWN,UNKNOWN,0
7wQXbUU2Mwvivg9wmBlrkg,UNKNOWN,UNKNOWN,0
9x1bWbbSgFCMLJlJR8mezQ,UNKNOWN,UNKNOWN,0
GbcFCQp9VmgMaW_jaMAq_Q,UNKNOWN,UNKNOWN,0
CaMwTEn92eJ1T2Zfr1xcnA,UNKNOWN,UNKNOWN,0
FKQUxOfW_W5R4OTut4G1Vw,UNKNOWN,UNKNOWN,0
WthUXmfVevQPMZ_LB2-q-A,UNKNOWN,UNKNOWN,0
N7Gg7XElIaB45CJbkhDuDA,UNKNOWN,UNKNOWN,0
vA2aKRFspZWyxSlk0jNgbA,UNKNOWN,UNKNOWN,0
heYShXdxU_RVoDcGGGkn5Q,UNKNOWN,UNKNOWN,0
1LUaZFVMEjodl1tbAGF3sQ,UNKNOWN,UNKNOWN,0
CipRVpM7YzsE-9U9wf2YNQ,UNKNOWN,UNKNOWN,0
YLnrLMUGa6PJZFaOs8etEQ,UNKNOWN,UNKNOWN,0
YcXp3IMt3qgmCH5-oyXuOg,UNKNOWN,UNKNOWN,0
cWsgD-u_TvTohsx6LSi9aQ,UNKNOWN,UNKNOWN,0
DHBDTikebcLpCzF2LF27uA,UNKNOWN,UNKNOWN,0
knHuM2uLP91WAgVqyVQglg,UNKNOWN,UNKNOWN,0
k6zl_3rFNH5OVare5n9Qgg,UNKNOWN,UNKNOWN,0
rJHMVTCjCHXfZ7AboUL5Qg,UNKNOWN,UNKNOWN,0
LCNc4r6LvVs-JBmfQYAqbw,UNKNOWN,UNKNOWN,0
Ei4voH2C7JgCyFmABY_CfA,UNKNOWN,UNKNOWN,0
FI1JaVkuiZdb23Ds-mpBeg,UNKNOWN,UNKNOWN,0
azE1DNVQFBU8boVbaJhj7w,UNKNOWN,UNKNOWN,0
UUo3yws6zY3OAEVZbirn4g,UNKNOWN,UNKNOWN,0
X_3O5pHSI-w-F5yMJOldlw,UNKNOWN,UNKNOWN,0
rEuSmPPblKIcOzazlBwTcw,UNKNOWN,UNKNOWN,0
QzDYO-lJhX-wh74z6ajI4g,UNKNOWN,UNKNOWN,0
wXNHLkDkh0HKGJeYVnpafQ,UNKNOWN,UNKNOWN,0
QCZwZLYHkTyYQDr6jdjKjA,UNKNOWN,UNKNOWN,0
oXFRaSgcT9GwCWfC9lf8dg,UNKNOWN,UNKNOWN,0
vHCsjhVjm5HiKxLQ8cABLQ,UNKNOWN,UNKNOWN,0
q2WR76q5R2GvE_2gO0ZQZQ,UNKNOWN,UNKNOWN,0
yi35CJUGpwre_ybuOXYdiQ,UNKNOWN,UNKNOWN,0
Z5NhdlLCu--leud_OLcvIA,UNKNOWN,UNKNOWN,0
d8EV5R3pO3Dk5mJ5Rni8UA,UNKNOWN,UNKNOWN,0
wA2xaBsT8d2opW_jYe1XLA,UNKNOWN,UNKNOWN,0
noZqYxiElPe7I1f5nlNxew,UNKNOWN,UNKNOWN,0
A0b7qkj-69ikXtcmaVqIMQ,UNKNOWN,UNKNOWN,0
1ylA7yyrMMUX1zcu5EqO4Q,UNKNOWN,UNKNOWN,0
o8TpuB5PmdXXYQhG_SxmhQ,UNKNOWN,UNKNOWN,0
AD9b2W2gPZlD8AQHkBIl7w,UNKNOWN,UNKNOWN,0
HaezrlAFPdhQlV2VCUnz7g,UNKNOWN,UNKNOWN,0
4U53QybENiCcwD1zD5THkg,UNKNOWN,UNKNOWN,0
EvsbXberGLbwGGVWb-n2-w,UNKNOWN,UNKNOWN,0
9e9AW5qdxhWNrK2uhNCkAQ,UNKNOWN,UNKNOWN,0
DcdjPu2wFoMp-G3K7PnYqQ,UNKNOWN,UNKNOWN,0
IbE1cc06F4Vqq-H8RP-RoA,UNKNOWN,UNKNOWN,0
SpCVf25ya5jsHItdkpBpUg,UNKNOWN,UNKNOWN,0
LOARujcfx-Ty_RUlcnYspg,UNKNOWN,UNKNOWN,0
ublQPLhu-AFDzjiFNZ_Bww,UNKNOWN,UNKNOWN,0
vahVdHsH5HjThT0Sa2mThQ,UNKNOWN,UNKNOWN,0
7gQ321k5ZOcup-kujH061g,UNKNOWN,UNKNOWN,0
sZ9m6BgtZeVcTfLA0fzUhg,UNKNOWN,UNKNOWN,0
sPd3E7lFzd_yooiq-ekxtQ,UNKNOWN,UNKNOWN,0
-73xAVllMh_O2nEAcGtbvQ,UNKNOWN,UNKNOWN,0
Ne0Hvg3zekuLoIg717cScw,UNKNOWN,UNKNOWN,0
vcmatgzIg3pims0kWOtVfQ,UNKNOWN,UNKNOWN,0
km3q7qnbHnhzRPIpoMfUjQ,UNKNOWN,UNKNOWN,0
2p5J9bc0acslM4XBNcXAJQ,UNKNOWN,UNKNOWN,0
4Rq2kF6HnqgsoR6819_lbA,UNKNOWN,UNKNOWN,0
Qn2uD06olrxL_43_4G_Hqg,UNKNOWN,UNKNOWN,0
Nn5gon8s64jVOZA-2ZkLcA,UNKNOWN,UNKNOWN,0
VjosGv-Ut9Pub0eXTVGvWQ,UNKNOWN,UNKNOWN,0
fOKeVUHC7nb6c8G5sILdHQ,UNKNOWN,UNKNOWN,0
Hylq9BHeZFn60sJFAPpfuQ,UNKNOWN,UNKNOWN,0
x-zb-pD1g5MULqKfeXpOXw,UNKNOWN,UNKNOWN,0
hT3pnZ6HR7oLDE-LfxAElQ,UNKNOWN,UNKNOWN,0
at63ej-ri33Vqx4333Rd3Q,UNKNOWN,UNKNOWN,0
90Bv_eB8Sp3sC5S7eHwn6Q,UNKNOWN,UNKNOWN,0
XPX1gzLX51Rq6o2NlaqH2w,UNKNOWN,UNKNOWN,0
BC8nckxDDvKuPdD9NWisEQ,UNKNOWN,UNKNOWN,0
NNiKmCGL1USfihxT7uAcjw,UNKNOWN,UNKNOWN,0
wTM0rpskJ3JILGBs295X-A,UNKNOWN,UNKNOWN,0
szlJScqwAFygP0Rl-cPEkA,UNKNOWN,UNKNOWN,0
fepCIbejv-Kxs6SE6u-_uA,UNKNOWN,UNKNOWN,0
5dSsBYJiMujrd8uJuVcJhA,UNKNOWN,UNKNOWN,0
3qUM5BxoyZ6BayMmhWJAXg,UNKNOWN,UNKNOWN,0
QbbpMJiSU4M5g3x-q-lLuQ,UNKNOWN,UNKNOWN,0
NwktF1sJ92KOQ434geNRoQ,UNKNOWN,UNKNOWN,0
PSy0b8n1FE85H0nmWhpJbQ,UNKNOWN,UNKNOWN,0
Abm-1HRGPyevBtnC3Rpxag,UNKNOWN,UNKNOWN,0
QDwCkB580kFwmd8Sx44Kcw,UNKNOWN,UNKNOWN,0
RmoAWAz1xKBoCfxfjHBKbw,UNKNOWN,UNKNOWN,0
a4grXFNKZmZm0ZJXd1PVdQ,UNKNOWN,UNKNOWN,0
ybbtuwtS5S6Q5-3Up0jG2Q,UNKNOWN,UNKNOWN,0
uM8bJAZ2BHadN4NPNzkaDA,UNKNOWN,UNKNOWN,0
biy9tjz_ZwRGBITRDIEZtg,UNKNOWN,UNKNOWN,0
i-lQFdd18sAK9AQtqLi8sg,UNKNOWN,UNKNOWN,0
U2m2dWLuo2QfuYKvRAJ6GA,UNKNOWN,UNKNOWN,0
-agVP2LxAVHyq-mhxEHnpg,UNKNOWN,UNKNOWN,0
nQv0vv8OfgDr2cjsOTC75g,UNKNOWN,UNKNOWN,0
Ch7NAhB_MWSDwcNbcptEKg,UNKNOWN,UNKNOWN,0
fNMVV_ZX7CJSDWQGdOM8Nw,UNKNOWN,UNKNOWN,0
Z072pEHdos2Gjj3nMdR6uA,UNKNOWN,UNKNOWN,0
J8xRTPH86ICMzsSuYdQvVQ,UNKNOWN,UNKNOWN,0
Ojy7F0VsmEsfQHGmSOA4Lw,UNKNOWN,UNKNOWN,0
3Ui-76sC9_fNs2gu8ISAMw,UNKNOWN,UNKNOWN,0
dVYsMYqnGpPHp0dTGHTUWQ,UNKNOWN,UNKNOWN,0
vqG1Z2XpS_PryPsfY0CSng,UNKNOWN,UNKNOWN,0
ZxXXyWTe3z9D5Z49P6C-CQ,UNKNOWN,UNKNOWN,0
dfEtXJeaHdaK7lufX1QCSA,UNKNOWN,UNKNOWN,0
UkCVJrOlW1CPJ6go3teoJA,UNKNOWN,UNKNOWN,0
oEGKELs4uF11-WPljyXmGw,UNKNOWN,UNKNOWN,0
a5iI_Lwuprw1Yk-ug6oK5Q,UNKNOWN,UNKNOWN,0
n8cyI4aFVz-y52ywrxG47Q,UNKNOWN,UNKNOWN,0
61Gcb01LdGskyOidVSAmWg,UNKNOWN,UNKNOWN,0
Nx_08EV_upf87T566h_Pvw,UNKNOWN,UNKNOWN,0
nLmgrCtMOkenVoJm2n8O4g,UNKNOWN,UNKNOWN,0
-J6xWAvDJJW4zb7J9YpYOA,UNKNOWN,UNKNOWN,0
Bmv9XzWZq7q7KpUjzhVvgw,UNKNOWN,UNKNOWN,0
_PSBh1_5sjqd0eOJfCpbwA,UNKNOWN,UNKNOWN,0
WnVllr8An68UaMcmOR5ajg,UNKNOWN,UNKNOWN,0
-UV2tt3gy57-5a29paA_4w,UNKNOWN,UNKNOWN,0
IrHAhdmL9QH9g3NscAIsWA,UNKNOWN,UNKNOWN,0
gC_w4Drc1QuPryI5Cz89XA,UNKNOWN,UNKNOWN,0
wqJ6eC0bmKsTK5bsSuYhcg,UNKNOWN,UNKNOWN,0
F1tOtPzcsQk8PqNOatVsCg,UNKNOWN,UNKNOWN,0
AtLxMvmaIiAIwlHD588CHw,UNKNOWN,UNKNOWN,0
DUhU9wi7Ja4r1Hl4bQrYbw,UNKNOWN,UNKNOWN,0
h7Lc-poURE-WgcUM4DffwA,UNKNOWN,UNKNOWN,0
8D2R7acumiJgJXJ5NMF4GA,UNKNOWN,UNKNOWN,0
3pQ4KSnOX9Y2IEMJvGFxUg,UNKNOWN,UNKNOWN,0
OiutT-PHcZd6y2cEJ_yEVw,UNKNOWN,UNKNOWN,0
DXCho3TSX6qKsRoEjGoGJg,UNKNOWN,UNKNOWN,0
mcihQ4K6zMykrY0PUF5g_g,UNKNOWN,UNKNOWN,0
Yd9haFUDaoLxBk14xgmTsA,UNKNOWN,UNKNOWN,0
Z72kvXsHfQgJNIwsfSOrbQ,UNKNOWN,UNKNOWN,0
foiwq0TZ5EpkWHIkbKjAJQ,UNKNOWN,UNKNOWN,0
YM3LNvNq4P5EIacTB0N6hA,UNKNOWN,UNKNOWN,0
oRLBEMvxx6i3kRAf2ayJtw,UNKNOWN,UNKNOWN,0
ug4FwiA9Lg-Xxcwy2jzuCQ,UNKNOWN,UNKNOWN,0
zi_qqjCzkerE2dT-ViE2JA,UNKNOWN,UNKNOWN,0
8Rydf8hXleCwbCN9nvmZ4Q,UNKNOWN,UNKNOWN,0
m305DapBPrW4zwF20KbFoA,UNKNOWN,UNKNOWN,0
ubEa6XiMt6gOJ9xsUkbpEw,UNKNOWN,UNKNOWN,0
9Hn3FW37916i3ED7sLZCQg,UNKNOWN,UNKNOWN,0
lFZathO8GnCiB7KtkeDsNQ,UNKNOWN,UNKNOWN,0
8RxwEbhxRResGQUwsZujAw,UNKNOWN,UNKNOWN,0
IWNbZymAICpqSgBvl2EVzg,UNKNOWN,UNKNOWN,0
24fW-8hK0hs5KvEYWwWNDw,UNKNOWN,UNKNOWN,0
MR8VDdN8PclEFt4BpBO3bw,UNKNOWN,UNKNOWN,0
7mjfLQctbrHXWMsxGszQlQ,UNKNOWN,UNKNOWN,0
LYpujMCxfrHcSO_NA1BRQg,UNKNOWN,UNKNOWN,0
aiI4CxuCeIj_BnGaJyU1dg,UNKNOWN,UNKNOWN,0
utQbhURq2LEPZX7XjmYB3g,UNKNOWN,UNKNOWN,0
z61ppZjZkBJI9iz0wTf5nQ,UNKNOWN,UNKNOWN,0
VrE8b5u-ai47W__Diw_mKg,UNKNOWN,UNKNOWN,0
0vyh1UE4HH8ayZtXNxIfeQ,UNKNOWN,UNKNOWN,0
yLH9mFFwOlzFB_fYKpSyLw,UNKNOWN,UNKNOWN,0
53oUw4CQHEK3fX9CzJjAdA,UNKNOWN,UNKNOWN,0
aZgOdGn3O_fP2OUr5ATqiw,UNKNOWN,UNKNOWN,0
ewEDv_q-K0fV0FepkHB8sA,UNKNOWN,UNKNOWN,0
f-Nk4rNCmJhYom1_6RdWqg,UNKNOWN,UNKNOWN,0
9BeOKr8DGzDEmdoe-FzQbg,UNKNOWN,UNKNOWN,0
LqEiVAAXdG734Z0YZMrZdg,UNKNOWN,UNKNOWN,0
VbRT8CJlnCO9_rd0zW-rUw,UNKNOWN,UNKNOWN,0
xBm40tTwoKYP8OBP4ruPDw,UNKNOWN,UNKNOWN,0
U3mvuGaaqKlfit6mfMwjTA,UNKNOWN,UNKNOWN,0
c7ZTyqSG4v4ZVwK3vuDklQ,UNKNOWN,UNKNOWN,0
hLIgLonLF_5rjXCnTFUATA,UNKNOWN,UNKNOWN,0
KAhavksKQwKbMzZHiNOyOQ,UNKNOWN,UNKNOWN,0
h_UvnQfe1cuVICly_kIqHg,UNKNOWN,UNKNOWN,0
BF4RaOWyjLDa9OvriKc1sA,UNKNOWN,UNKNOWN,0
3QfcfPCJSo0z2v1bkdUemQ,UNKNOWN,UNKNOWN,0
Gi48Z9ZPlEUgQU1xo_7Hjw,UNKNOWN,UNKNOWN,0
_oEpmvm-4c7eq4Q9e1yqfA,UNKNOWN,UNKNOWN,0
VDvcxFhe3NttPUzftJmHjw,UNKNOWN,UNKNOWN,0
gT-BU_GVKDsYAFSxkbZm_g,UNKNOWN,UNKNOWN,0
8fArAA0gwfUbb3uWotd5mw,UNKNOWN,UNKNOWN,0
fdX_eu-dCaKsDaK_itNIzQ,UNKNOWN,UNKNOWN,0
XAgJSBOBGw4_qqRsO60CNQ,UNKNOWN,UNKNOWN,0
lYbyy6TTmpk_mlYuYAWkDg,UNKNOWN,UNKNOWN,0
c2a7-byrwnuRUW757cyjgA,UNKNOWN,UNKNOWN,0
8gVq0xCXVeAAS3-nsifAgQ,UNKNOWN,UNKNOWN,0
BuS11AF9XSHEShscxQEzeg,UNKNOWN,UNKNOWN,0
x8h3A9dOKux99qAp6Bakbg,UNKNOWN,UNKNOWN,0
BtwsfkMVwm5criRwpUAOJQ,UNKNOWN,UNKNOWN,0
9ySFD8tMkeuTclyWfanI9w,UNKNOWN,UNKNOWN,0
YxbldvyQGgGDTO9usRHe8w,UNKNOWN,UNKNOWN,0
O_2ZfBojroXD0ND2qx99qQ,UNKNOWN,UNKNOWN,0
UrRzmpr8QxTDsjNLvBWofg,UNKNOWN,UNKNOWN,0
szUlmJA4MfIhi7xbtsQPYQ,UNKNOWN,UNKNOWN,0
-R_dMb9Z1eBv_FlYZrrKbw,UNKNOWN,UNKNOWN,0
scQjDK6rLJmy6H9okgs81g,UNKNOWN,UNKNOWN,0
qkDlRkNfrXE_4t2vMrTo0A,UNKNOWN,UNKNOWN,0
bLh4ysq5RsbzCNSjqHhwyw,UNKNOWN,UNKNOWN,0
VSu7GYn-Zln5TLZh_fMtvQ,UNKNOWN,UNKNOWN,0
NkAINHsJ79pqdsSsacfh-Q,UNKNOWN,UNKNOWN,0
MmilEd3oPSD2n6jvBnxd_Q,UNKNOWN,UNKNOWN,0
E4HlcOykIxIDiJyUKO-eIg,UNKNOWN,UNKNOWN,0
nQN8bN5l3WVDGx0OBqa-nw,UNKNOWN,UNKNOWN,0
L8dFaCK7Dy5djotYF5KZHA,UNKNOWN,UNKNOWN,0
S3LjIC8u9lhI54OrmhFi6w,UNKNOWN,UNKNOWN,0
cNNOcuykCG0yNDzevqBKIg,UNKNOWN,UNKNOWN,0
kByQQ4yd7ZbA0MAQKmRVvg,UNKNOWN,UNKNOWN,0
vMO8QkXzx-puoJDz09t5Pg,UNKNOWN,UNKNOWN,0
566Si6H4elSwGXsrQDjXdg,UNKNOWN,UNKNOWN,0
TyFerJhQzfzyToTJwmh_QQ,UNKNOWN,UNKNOWN,0
GjkgXXicSJokejRge-g3xA,UNKNOWN,UNKNOWN,0
IXXERocY1bqGwRllcy8J2w,UNKNOWN,UNKNOWN,0
C37hwsGUHn_3-il0ypeY-Q,UNKNOWN,UNKNOWN,0
8R2Gm4lsS90JG9jIYHlfeg,UNKNOWN,UNKNOWN,0
XnFPzFiLZ8wKWZsmzGjvCQ,UNKNOWN,UNKNOWN,0
Wc1TtSuRgHXW8CLR7Rs7TA,UNKNOWN,UNKNOWN,0
h9ELiqDfwNktCvLEu1DDNg,UNKNOWN,UNKNOWN,0
cMybOpJd352Cb6y9SeVhPw,UNKNOWN,UNKNOWN,0
NYf9TKBKPpa1wkA_uwIlfg,UNKNOWN,UNKNOWN,0
-rLP6lfoQmOO_5Pf2bTkqg,UNKNOWN,UNKNOWN,0
EGgsujG0ycRAnMqMYvylUg,UNKNOWN,UNKNOWN,0
cFxGP_IC4REtJspMNQ3vLg,UNKNOWN,UNKNOWN,0
q8d4RWvKzkfP5MGY8Db4EQ,UNKNOWN,UNKNOWN,0
K6LwZagSz-cUrCcVemXrlA,UNKNOWN,UNKNOWN,0
BvyUXno0grQerd5cZGDFPw,UNKNOWN,UNKNOWN,0
sxKH3xdOnj5dEVcwLV-4Tg,UNKNOWN,UNKNOWN,0
